timestamp,month,day,day_of_week,load_type_light_OneHotEnc,load_type_maximum_OneHotEnc,load_type_medium_OneHotEnc,lagging_current_reactive_power_kvarh_log,leading_current_reactive_power_kvarh_log,lagging_current_power_factor_log,leading_current_power_factor_log,nsm_log,usage_kwh_log
2018-01-23 12:00:00,1,23,3,1.0,0.0,0.0,3.349702312533486,0.5953965252162605,4.4865198993782895,4.567373991060101,10.712415766081785,3.9995936795715674
2018-01-24 18:00:00,1,24,4,1.0,0.0,0.0,3.076935845625184,0.6520213204327681,4.498222300013256,4.5803103927571485,10.804258472752249,3.9727535391391084
2018-01-26 00:00:00,1,26,5,0.0,0.0,1.0,3.3302651307941527,-0.1595820698244653,4.46720421322692,4.58693747572703,10.498746232276948,4.0149149854763415
2018-01-27 06:00:00,1,27,6,1.0,0.0,0.0,1.2040727993262694,1.9692080612801357,4.455391324709496,4.404990110892824,10.611277009832945,3.385062676121067
2018-01-28 12:00:00,1,28,1,1.0,0.0,0.0,2.449847819528304,1.8221943708618231,4.486464537355216,4.419896275283145,10.712415766081785,3.073658058483696
2018-01-29 18:00:00,1,29,2,1.0,0.0,0.0,3.2215721864159432,-0.0791333989977857,4.4800254317539006,4.585551491775185,10.804258472752249,3.8226969192247777
2018-01-31 00:00:00,1,31,3,0.0,1.0,0.0,2.998582374820693,-0.0882849148675716,4.431707275267346,4.586444278820693,10.498746232276948,4.03567957152214
2018-02-01 06:00:00,2,1,2,0.0,0.0,1.0,2.9177346953989294,0.8971758680144729,4.465426201785017,4.540210242731358,10.611277009832945,3.8742814271053483
2018-02-02 12:00:00,2,2,5,1.0,0.0,0.0,2.2690541622851006,1.1620303907038845,4.508347195796283,4.550589916464398,10.712415766081785,3.71398862246519
2018-02-03 18:00:00,2,3,1,1.0,0.0,0.0,2.5101140350092543,1.0131754290509376,4.397270274449975,4.533797699748121,10.804258472752249,3.536919735186963
2018-02-05 00:00:00,2,5,3,1.0,0.0,0.0,2.902103595898867,0.7480298587285346,4.295387915511425,4.542222398961872,10.498746232276948,3.539584836695334
2018-02-06 06:00:00,2,6,6,1.0,0.0,0.0,1.9302645834781835,1.985416993430324,4.362439171728193,4.199676327466638,10.611277009832945,2.98190598984427
2018-02-07 12:00:00,2,7,4,1.0,0.0,0.0,2.0986823281664866,1.8882053674963075,4.387720808716725,4.249095062121326,10.712415766081785,2.5644578975660095
2018-02-08 18:00:00,2,8,7,1.0,0.0,0.0,1.8107175133847628,1.7362614408907493,4.363047668076079,4.249214031277524,10.804258472752249,2.6119087699685384
2018-02-10 00:00:00,2,10,2,1.0,0.0,0.0,2.915032753003872,0.0635223800410306,4.192175552012499,4.558971785296235,10.498746232276948,2.865834011710339
2018-02-11 06:00:00,2,11,5,1.0,0.0,0.0,2.731343461071502,1.0039963122932605,4.391317713614788,4.473359217347065,10.611277009832945,3.284734269597644
2018-02-12 12:00:00,2,12,2,1.0,0.0,0.0,2.423215921687716,1.8670344189286887,4.502373972288465,4.279204561110702,10.712415766081785,3.3642281406877004
2018-02-13 18:00:00,2,13,3,1.0,0.0,0.0,1.7048238469447226,2.163878426952238,4.487226199879879,4.173074870614784,10.804258472752249,3.1572108725849413
2018-02-18 18:00:00,2,18,1,1.0,0.0,0.0,2.746870192951792,1.209606902943029,4.412825565696014,4.45984379072052,10.804258472752249,3.220994471524563
2018-02-20 00:00:00,2,20,2,1.0,0.0,0.0,3.0183495634194,-0.09184120366558,4.452693798195797,4.58320572360944,10.498746232276948,3.786045428105613
2018-02-21 06:00:00,2,21,3,0.0,0.0,1.0,3.158053058422416,-0.0797649684688626,4.468106849099516,4.585781772893363,10.611277009832945,4.020127363695133
2018-02-22 12:00:00,2,22,5,1.0,0.0,0.0,3.345552527694704,0.4358865371014968,4.443463671489904,4.5680046927560864,10.712415766081785,4.088757346036326
2018-02-23 18:00:00,2,23,6,1.0,0.0,0.0,2.628309299732421,0.297446742506693,4.519247307278294,4.578523290029344,10.804258472752249,4.032430436303974
2018-02-25 00:00:00,2,25,7,1.0,0.0,0.0,1.2319040692546273,2.0312793053224643,4.437795368077333,4.212453470702093,10.498746232276948,2.8703839599118672
2018-02-26 06:00:00,2,26,1,0.0,1.0,0.0,2.571874044328935,0.858237800425538,4.465773052062238,4.548117354809391,10.611277009832945,2.646843767281908
2018-02-27 12:00:00,2,27,3,1.0,0.0,0.0,2.953124831904535,1.009386340111909,4.452879164812188,4.534086737910776,10.712415766081785,3.656039163941662
2018-02-28 18:00:00,2,28,3,1.0,0.0,0.0,2.604804731108173,1.1548875966354444,4.462209717109805,4.516316203351956,10.804258472752249,3.722230376774161
2018-03-02 00:00:00,3,2,6,1.0,0.0,0.0,1.8923712273636764,0.3473650746129545,4.455857782801083,4.58112848650781,10.498746232276948,3.3919741085436095
2018-03-03 06:00:00,3,3,6,0.0,1.0,0.0,2.16081989544242,1.6102209391220048,4.4293683296832524,4.422285470650127,10.611277009832945,3.1782397045762636
2018-03-04 12:00:00,3,4,4,0.0,0.0,1.0,3.2045030293180137,1.063560650609191,4.417264064500219,4.524784989116268,10.712415766081785,3.5691351221549295
2018-03-05 18:00:00,3,5,7,1.0,0.0,0.0,1.5727566388397456,2.1286780348011094,4.367632915325315,4.106091957255734,10.804258472752249,3.024973461923624
2018-03-07 00:00:00,3,7,2,1.0,0.0,0.0,2.684161570787013,0.2643494721253339,4.253301530461274,4.567162803118493,10.498746232276948,2.744904205797449
2018-03-08 06:00:00,3,8,5,0.0,1.0,0.0,1.6344231651280088,1.8880792402337323,4.340940933511086,4.1761882113292135,10.611277009832945,2.733667664017582
2018-03-09 12:00:00,3,9,3,0.0,0.0,1.0,2.942168860536207,0.9637466730304504,4.316593268837746,4.499165944664831,10.712415766081785,2.774112909899381
2018-03-10 18:00:00,3,10,6,1.0,0.0,0.0,1.7538123891042263,1.7088306563121352,4.385474849408905,4.305780962600279,10.804258472752249,3.129278523095506
2018-03-12 00:00:00,3,12,1,1.0,0.0,0.0,2.493418928437697,0.4197514593665956,4.395626444933318,4.556649360543728,10.498746232276948,2.98273152677044
2018-03-13 06:00:00,3,13,2,0.0,1.0,0.0,2.991481585499752,0.646535890918437,4.362108750735911,4.548946335307918,10.611277009832945,3.40681050172815
2018-03-14 12:00:00,3,14,4,0.0,0.0,1.0,2.952689933946484,1.5466046032625311,4.393729760167783,4.442864959144473,10.712415766081785,3.6880729722753633
2018-03-15 18:00:00,3,15,5,1.0,0.0,0.0,2.9921843203383056,1.1061670130722192,4.392967605044689,4.514836021923575,10.804258472752249,3.7424504134777927
2018-03-17 00:00:00,3,17,6,1.0,0.0,0.0,1.5681817959187483,1.7340862169992108,4.412423475630505,4.418400752038092,10.498746232276948,3.308897649742803
2018-03-18 06:00:00,3,18,7,0.0,1.0,0.0,1.9275158153623095,2.0329175577831013,4.431145117956568,4.165501756538429,10.611277009832945,2.728736702445895
2018-03-19 12:00:00,3,19,2,0.0,0.0,1.0,2.7273134672830563,1.126443601816698,4.425879032879166,4.520385419170254,10.712415766081785,3.0624868186676855
2018-03-20 18:00:00,3,20,3,1.0,0.0,0.0,2.500848347439625,0.8920663429832902,4.429189483420017,4.541662244731709,10.804258472752249,3.53020311839117
2018-03-22 00:00:00,3,22,4,1.0,0.0,0.0,2.479237834596072,0.6887625822421212,4.364485136597191,4.563537098732149,10.498746232276948,3.4810240306788236
2018-03-23 06:00:00,3,23,5,0.0,1.0,0.0,2.9152043787517687,0.4095124620655012,4.400184732367641,4.572039888543527,10.611277009832945,3.605384709194464
2018-03-24 12:00:00,3,24,7,1.0,0.0,0.0,0.9234318400255214,1.910702325859148,4.479779850561164,4.364638839322643,10.712415766081785,3.257888302254946
2018-03-25 18:00:00,3,25,1,1.0,0.0,0.0,2.180963449299713,1.632600900460528,4.438147994755719,4.41119397680977,10.804258472752249,2.970277785793541
2018-03-27 00:00:00,3,27,2,1.0,0.0,0.0,2.190731319469717,0.7766837774877374,4.363984644046945,4.545628935446349,10.498746232276948,3.1172952998612673
2018-03-28 06:00:00,3,28,3,0.0,0.0,1.0,2.5300990800257903,0.840956366982548,4.39275224247995,4.537827737517786,10.611277009832945,3.1638435701904535
2018-03-29 12:00:00,3,29,5,1.0,0.0,0.0,2.927377591238145,0.8925102032087517,4.404780376999566,4.528540190050454,10.712415766081785,3.468200274107545
2018-03-30 18:00:00,3,30,6,1.0,0.0,0.0,0.5631808540999189,2.376725802707126,4.421275392305708,3.973461413677621,10.804258472752249,2.4582388577200494
2018-04-01 00:00:00,4,1,4,1.0,0.0,0.0,2.9551142512855373,0.626695719808404,4.402470396268818,4.551125742236184,10.498746232276948,2.53156997672394
2018-04-03 12:00:00,4,3,3,1.0,0.0,0.0,2.360413652606518,1.962263791551202,4.436892550060973,4.244132166233311,10.712415766081785,3.380593845535159
2018-04-04 18:00:00,4,4,5,1.0,0.0,0.0,2.4388699829297305,2.0283894462716483,4.422517574401546,4.321393809698801,10.804258472752249,3.024829173434471
2018-04-06 00:00:00,4,6,1,0.0,1.0,0.0,2.821666543444659,0.3638326000253306,4.271651250742755,4.548584843205671,10.498746232276948,3.2600962656530905
2018-04-07 06:00:00,4,7,3,1.0,0.0,0.0,2.492943710362203,0.8942155242222974,4.330065354075315,4.484462878814461,10.611277009832945,3.356996619152138
2018-04-08 12:00:00,4,8,2,1.0,0.0,0.0,2.7577552905152105,1.8235541734287928,4.370162786714036,4.240147400333864,10.712415766081785,3.2942650222698835
2018-04-09 18:00:00,4,9,4,0.0,1.0,0.0,2.97344405974545,0.5854691667617565,4.276049030507952,4.530352346553584,10.804258472752249,3.4021925576780716
2018-04-11 00:00:00,4,11,7,0.0,0.0,1.0,2.0681277817795625,0.9837624469891678,4.328289567230166,4.446531952135217,10.498746232276948,3.256494615212717
2018-04-12 06:00:00,4,12,2,1.0,0.0,0.0,2.841866969669811,0.5053104430778805,4.368807352031754,4.549734111599055,10.611277009832945,3.234883823154171
2018-04-13 12:00:00,4,13,6,1.0,0.0,0.0,1.6641312534399726,1.400197266288882,4.461318098696094,4.48843222904666,10.712415766081785,3.277657531705488
2018-04-16 00:00:00,4,16,1,0.0,0.0,1.0,2.5574146323232525,0.7167823236573794,4.356792156550895,4.5431360817344775,10.498746232276948,3.1694405746477856
2018-04-17 06:00:00,4,17,2,1.0,0.0,0.0,3.045787510197568,0.6515870664742329,4.423449448665965,4.54935880566746,10.611277009832945,3.5312087480384475
2018-04-18 12:00:00,4,18,4,1.0,0.0,0.0,2.7657476671582675,1.588112125719348,4.430177705777949,4.433522460633862,10.712415766081785,3.640408101571839
2018-04-19 18:00:00,4,19,5,1.0,0.0,0.0,2.6661975830793656,1.3955431258010398,4.426676294328463,4.484571001203469,10.804258472752249,3.4584146621314
2018-04-21 00:00:00,4,21,6,1.0,0.0,0.0,1.6393688137229965,1.509083364504135,4.374906555294465,4.426884474204595,10.498746232276948,3.1187570253545083
2018-04-22 06:00:00,4,22,7,1.0,0.0,0.0,2.0916582791897564,1.406403314042604,4.398492410017156,4.429251089633122,10.611277009832945,2.8398056719669738
2018-04-23 12:00:00,4,23,2,1.0,0.0,0.0,2.409030020464789,1.098640066060092,4.445377927897712,4.517070034680574,10.712415766081785,3.174728475972901
2018-04-24 18:00:00,4,24,3,0.0,1.0,0.0,2.774134402061018,1.1207542255750025,4.428673630882764,4.50904008680839,10.804258472752249,3.50456646414876
2018-04-26 00:00:00,4,26,4,1.0,0.0,0.0,2.884363000677376,0.558996548627284,4.360876412279165,4.549910262991063,10.498746232276948,3.5696777477796005
2018-04-27 06:00:00,4,27,5,1.0,0.0,0.0,2.703986399478747,0.8108931784934037,4.424139795280337,4.547089876744895,10.611277009832945,3.587762558559773
2018-04-28 12:00:00,4,28,7,1.0,0.0,0.0,0.3941794416466699,2.374277650380782,4.455225786237154,4.059776121558715,10.712415766081785,2.8458861078097697
2018-04-29 18:00:00,4,29,1,1.0,0.0,0.0,2.4424339881104444,1.835271176558814,4.390232457959503,4.317976882957963,10.804258472752249,2.550773615853611
2018-05-01 00:00:00,5,1,5,0.0,0.0,1.0,2.862277068503312,0.7660878049616603,4.401162168597714,4.546377790868704,10.498746232276948,3.3651687413261873
2018-05-02 06:00:00,5,2,1,1.0,0.0,0.0,2.932024518345934,-0.0650719967437148,4.42358235994788,4.585617777384603,10.611277009832945,3.810444280310353
2018-05-03 12:00:00,5,3,4,1.0,0.0,0.0,2.7508861662215223,0.9447162060578588,4.442058924233453,4.53486395241861,10.712415766081785,3.794792228182396
2018-05-04 18:00:00,5,4,6,1.0,0.0,0.0,0.684442739929799,2.177616931030011,4.431684477856536,4.117238810757272,10.804258472752249,2.8124237442985303
2018-05-06 00:00:00,5,6,2,0.0,0.0,1.0,2.93864591594146,0.4940354544585165,4.2672387185405904,4.548062653206621,10.498746232276948,2.7500715736279657
2018-05-07 06:00:00,5,7,4,1.0,0.0,0.0,2.7234367738843424,1.1641659194075489,4.313989779272176,4.4647302221416485,10.611277009832945,3.471121725190206
2018-05-08 12:00:00,5,8,3,1.0,0.0,0.0,2.5335380711997373,1.7559883549167892,4.366372453165274,4.256693685636972,10.712415766081785,3.2128500495194867
2018-05-09 18:00:00,5,9,5,0.0,1.0,0.0,2.732113889674063,0.5662130258455487,4.3043713526082765,4.529869964926473,10.804258472752249,3.1523525914089943
2018-05-11 00:00:00,5,11,1,0.0,0.0,1.0,2.8810600193957865,-0.4305265387035353,4.326363058888959,4.583106053415474,10.498746232276948,3.3136107020724443
2018-05-12 06:00:00,5,12,3,1.0,0.0,0.0,2.3353749158170367,1.5230445262669816,4.397409788244628,4.400796253109887,10.611277009832945,3.2029397609919665
2018-05-13 12:00:00,5,13,1,1.0,0.0,0.0,2.35334949754402,1.887195903688188,4.406996647809554,4.248467860722113,10.712415766081785,2.9872248448506027
2018-05-14 18:00:00,5,14,2,0.0,1.0,0.0,2.953403067371787,1.0598137086263302,4.377138666330271,4.51129256291754,10.804258472752249,3.2655045618885086
2018-05-16 00:00:00,5,16,3,0.0,0.0,1.0,2.7270245988006865,0.6048622656923737,4.302223308068633,4.550794074423528,10.498746232276948,3.5580539702551772
2018-05-17 06:00:00,5,17,4,1.0,0.0,0.0,3.1864524904356903,0.4775273383644758,4.334485065684961,4.550969159469997,10.611277009832945,3.6676431802176674
2018-05-18 12:00:00,5,18,6,1.0,0.0,0.0,2.6782494251429423,1.1642699749733143,4.377096794623082,4.491914698002099,10.712415766081785,3.5925568828939594
2018-05-19 18:00:00,5,19,7,0.0,1.0,0.0,0.987184018649734,2.1822143370757416,4.386672077874971,4.184300788697805,10.804258472752249,2.597080928801303
2018-05-21 00:00:00,5,21,1,0.0,0.0,1.0,2.5488655759094927,0.624198950933674,4.299136299967417,4.544726381156614,10.498746232276948,2.4888944358913276
2018-05-22 06:00:00,5,22,2,1.0,0.0,0.0,2.430611779150784,1.3700379386003678,4.373912554380264,4.453921818153638,10.611277009832945,3.285909798850929
2018-05-23 12:00:00,5,23,4,1.0,0.0,0.0,3.045866771796554,0.907619915426524,4.398685026653272,4.51794151266405,10.712415766081785,3.6442860811462774
2018-05-24 18:00:00,5,24,5,0.0,1.0,0.0,2.710308759748473,0.99796288051818,4.3974364577834,4.519357181572224,10.804258472752249,3.6441449113180377
2018-05-26 00:00:00,5,26,6,0.0,0.0,1.0,1.5357016660535865,1.5371180841874603,4.296579942017926,4.417198698351715,10.498746232276948,2.927073665310221
2018-05-27 06:00:00,5,27,7,1.0,0.0,0.0,1.89748241919863,1.9128087697671388,4.335918339825908,4.178072777752813,10.611277009832945,2.347914957891758
2018-05-28 12:00:00,5,28,2,0.0,1.0,0.0,2.622262317763124,0.959414076256242,4.388087397754848,4.513613951306662,10.712415766081785,2.8471807371647175
2018-05-29 18:00:00,5,29,3,0.0,0.0,1.0,2.673889995288776,1.0989733345942958,4.370996231168851,4.50020403700195,10.804258472752249,3.4882280339062364
2018-05-31 00:00:00,5,31,4,1.0,0.0,0.0,2.5650839637863143,1.2909987645425631,4.289842812715985,4.464058708399787,10.498746232276948,3.3618246219976435
2018-06-01 06:00:00,6,1,6,1.0,0.0,0.0,2.2096653870623517,2.1496669865693327,4.478009883371057,4.16719221669952,10.611277009832945,3.0767912207359407
2018-06-02 12:00:00,6,2,2,0.0,1.0,0.0,2.8749995794291583,0.5062150112083075,4.473790761931651,4.580591421083493,10.712415766081785,3.412014849214687
2018-06-03 18:00:00,6,3,5,0.0,0.0,1.0,2.6909323000345955,0.881768297835732,4.405422675370758,4.538266202682872,10.804258472752249,3.781120431292242
2018-06-06 06:00:00,6,6,3,1.0,0.0,0.0,3.027900935754725,1.1498333582252878,4.330009394089982,4.467121941060982,10.611277009832945,3.6799333067690254
2018-06-07 12:00:00,6,7,1,1.0,0.0,0.0,3.0244938325152058,0.7608447690855554,4.380901001386372,4.529299250470873,10.712415766081785,3.7276885359445298
2018-06-08 18:00:00,6,8,4,0.0,0.0,1.0,2.956480226576477,0.6225458733763984,4.286498410266227,4.529685754127695,10.804258472752249,3.6444641029906784
2018-06-10 00:00:00,6,10,6,1.0,0.0,0.0,2.7489948547661918,-0.1600709478591349,4.203537723900103,4.572848420275945,10.498746232276948,3.3766477061425775
2018-06-11 06:00:00,6,11,2,1.0,0.0,0.0,2.917680637935833,0.2998576483819145,4.385359615782983,4.551988267166378,10.611277009832945,3.3701682806893816
2018-06-12 12:00:00,6,12,3,0.0,1.0,0.0,2.374727444103661,1.7126861989056528,4.412142522814581,4.3946302082401,10.712415766081785,3.3395611432756755
2018-06-13 18:00:00,6,13,4,0.0,0.0,1.0,2.526901289824007,1.510997839620848,4.384368681606285,4.397214873867844,10.804258472752249,3.234995348455164
2018-06-15 00:00:00,6,15,5,1.0,0.0,0.0,2.6864292549992466,0.4123855509527382,4.247853369426529,4.553307431243151,10.498746232276948,3.2762853079044483
2018-06-16 06:00:00,6,16,6,1.0,0.0,0.0,1.0180046066117838,2.089309360878186,4.376581629167143,4.1976066276725685,10.611277009832945,2.558378865709019
2018-06-17 12:00:00,6,17,1,0.0,1.0,0.0,2.291094326278548,1.873838563596512,4.437606198619361,4.243903764951597,10.712415766081785,2.4943052030367214
2018-06-18 18:00:00,6,18,2,0.0,0.0,1.0,2.351549845096721,1.1013031096045565,4.37232766805941,4.504281139874675,10.804258472752249,3.202467800895879
2018-06-20 00:00:00,6,20,3,1.0,0.0,0.0,2.788246743096487,0.6526289593403533,4.257267368484007,4.541033361937219,10.498746232276948,3.298845927876472
2018-06-21 06:00:00,6,21,4,1.0,0.0,0.0,2.724158649479655,0.555081715020528,4.3081288968296345,4.544681232051687,10.611277009832945,3.3269880412109134
2018-06-22 12:00:00,6,22,6,0.0,1.0,0.0,2.3403945543895923,1.2374559351424843,4.397671324159358,4.492342042056017,10.712415766081785,3.221235756219795
2018-06-23 18:00:00,6,23,7,0.0,0.0,1.0,0.7330887876528931,2.1437651959851824,4.432931624514312,4.193620353433764,10.804258472752249,2.591017903899164
2018-06-25 00:00:00,6,25,1,1.0,0.0,0.0,2.563351928404697,0.7754181729927395,4.311132403175634,4.537751966942139,10.498746232276948,2.655305741620757
2018-06-26 06:00:00,6,26,2,1.0,0.0,0.0,2.617255920370388,0.6987978520687597,4.359001069287864,4.542619909204325,10.611277009832945,3.2954401151276107
2018-06-27 12:00:00,6,27,4,0.0,1.0,0.0,2.530848847002827,1.5201329982066658,4.392772853344762,4.433520481866041,10.712415766081785,3.282064726605575
2018-06-28 18:00:00,6,28,5,0.0,0.0,1.0,2.334519711524392,0.970147404664866,4.385083416286278,4.512481816234155,10.804258472752249,3.2113782847953636
2018-06-30 00:00:00,6,30,6,1.0,0.0,0.0,1.7845809876931271,1.372427830289345,4.345970824593752,4.420940810464771,10.498746232276948,2.8569456988133886
2018-07-01 06:00:00,7,1,7,0.0,1.0,0.0,2.012789677894858,2.0656595042060504,4.456698212852838,4.181016529767009,10.611277009832945,2.591869544613016
2018-07-02 12:00:00,7,2,3,0.0,0.0,1.0,2.7942635745865365,0.7175145370082394,4.475229481975608,4.562301828260811,10.712415766081785,3.2341065488372998
2018-07-03 18:00:00,7,3,6,1.0,0.0,0.0,1.8540819951943128,2.076311648670908,4.4270995810816745,4.291723482094563,10.804258472752249,3.48577889767513
2018-07-05 00:00:00,7,5,1,1.0,0.0,0.0,2.9488415542963646,0.5509593815056364,4.299387503653058,4.548531930959736,10.498746232276948,3.4262062138875873
2018-07-06 06:00:00,7,6,4,0.0,1.0,0.0,2.907342674525265,0.6337509706032889,4.31780806234723,4.542519659244719,10.611277009832945,3.616849556877445
2018-07-07 12:00:00,7,7,2,0.0,0.0,1.0,2.7627172424444537,1.5577761291102086,4.402539793796252,4.4002737226805415,10.712415766081785,3.5481469871628435
2018-07-08 18:00:00,7,8,5,1.0,0.0,0.0,2.949413428159199,0.4822203667556563,4.333848002230802,4.540285827277822,10.804258472752249,3.6465967583184185
2018-07-11 06:00:00,7,11,3,1.0,0.0,0.0,2.6932185314316306,0.2179969971613305,4.388100857506308,4.5524267177996,10.611277009832945,3.541777191778503
2018-07-12 12:00:00,7,12,5,0.0,0.0,1.0,2.4646259915865847,0.8857627935051967,4.397594408931695,4.537288304266256,10.712415766081785,3.3939898583593244
2018-07-13 18:00:00,7,13,6,1.0,0.0,0.0,2.055479651630041,1.3937870539912844,4.404148873511423,4.397725674019677,10.804258472752249,3.2191587761361204
2018-07-15 00:00:00,7,15,7,1.0,0.0,0.0,2.554685323562559,1.192153227520594,4.443886767442035,4.387306422034156,10.498746232276948,3.2114055292604458
2018-07-16 06:00:00,7,16,1,0.0,1.0,0.0,3.049671855099716,0.6683847738673554,4.379759483293942,4.48693548584666,10.611277009832945,3.458315310888917
2018-07-17 12:00:00,7,17,3,0.0,0.0,1.0,2.877708583942768,0.7534580276640475,4.464007846848279,4.461673110011599,10.712415766081785,3.5634803007271634
2018-07-18 18:00:00,7,18,4,1.0,0.0,0.0,2.755993445890086,1.4296730844218355,4.473774606128891,4.353119057839034,10.804258472752249,3.54282568781138
2018-07-20 00:00:00,7,20,5,1.0,0.0,0.0,2.725879204523519,0.9132193533496687,4.4098221518500536,4.4175204596759645,10.498746232276948,3.365924168658294
2018-07-21 06:00:00,7,21,6,0.0,0.0,1.0,1.854382093707163,1.6187940073581253,4.426870530495349,4.259151358666352,10.611277009832945,2.8930843409829534
2018-07-22 12:00:00,7,22,1,1.0,0.0,0.0,2.4894933370594763,1.782494459044578,4.466690379658456,4.174452652373541,10.712415766081785,2.7401684967677253
2018-07-23 18:00:00,7,23,2,1.0,0.0,0.0,2.888768621707908,1.0008769483155042,4.439401865285153,4.447074791550095,10.804258472752249,3.2786802396131245
2018-07-25 00:00:00,7,25,3,1.0,0.0,0.0,2.532988891481764,0.7168230162452299,4.317833609401296,4.539460312418377,10.498746232276948,3.4481038011513974
2018-07-26 06:00:00,7,26,4,0.0,1.0,0.0,2.611594365284581,0.5583769256242129,4.326872827912979,4.546206319770003,10.611277009832945,3.332705380500093
2018-07-27 12:00:00,7,27,6,0.0,0.0,1.0,2.4008983348479256,1.058426665694597,4.3891470575211216,4.499357716362603,10.712415766081785,3.3226932360382753
2018-07-28 18:00:00,7,28,7,1.0,0.0,0.0,1.2001906610304756,1.755311574923644,4.3963393424500845,4.269592549093191,10.804258472752249,2.807639818918267
2018-07-30 00:00:00,7,30,1,1.0,0.0,0.0,2.657686299256986,0.5442120427836241,4.266474312250667,4.545467951141971,10.498746232276948,2.80501290098835
2018-07-31 06:00:00,7,31,2,0.0,0.0,1.0,2.707777941820793,1.373272442768027,4.38847765701306,4.427765521443407,10.611277009832945,3.366233803736201
2018-08-01 12:00:00,8,1,4,1.0,0.0,0.0,3.1922922588851788,1.012842564750586,4.451859708647403,4.533536330170051,10.712415766081785,3.7482476819727593
2018-08-02 18:00:00,8,2,4,1.0,0.0,0.0,2.7656270459062298,0.7431667474342424,4.486550863241119,4.552831608640502,10.804258472752249,3.8818405897615786
2018-08-04 00:00:00,8,4,7,1.0,0.0,0.0,1.824159431118911,1.8105267023007856,4.359930128447963,4.398997437509888,10.498746232276948,3.309335287229578
2018-08-05 06:00:00,8,5,2,0.0,1.0,0.0,2.9856440581951915,0.7032625143010383,4.316869033056641,4.545391872618282,10.611277009832945,3.2184363157843308
2018-08-06 12:00:00,8,6,7,0.0,0.0,1.0,2.5715493245560594,1.1163157643953885,4.414742866079413,4.4840575508623965,10.712415766081785,3.51331549653262
2018-08-07 18:00:00,8,7,3,1.0,0.0,0.0,2.779419505892676,1.4409206366165428,4.349433493896598,4.418436911864528,10.804258472752249,3.445485962945918
2018-08-09 00:00:00,8,9,6,0.0,1.0,0.0,1.9044927392152944,1.0130846588658553,4.256080685406947,4.44285221668862,10.498746232276948,2.9539643303218828
2018-08-10 06:00:00,8,10,1,0.0,0.0,1.0,3.1769977173012816,0.0206192872027356,4.287380505172676,4.559928717742403,10.611277009832945,3.104011864703562
