timestamp,month,week,day,day_of_week,load_type,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2,lagging_current_power_factor,leading_current_power_factor,nsm,usage_kwh
2018-01-04 06:00:00,1,1,4,Sunday,Light_Load,1.81875,7.501666666666666,0.0,80.14791666666666,62.51125,31950.0,2.919166666666667
2018-01-04 12:00:00,1,1,4,Sunday,Light_Load,0.0,17.441666666666666,0.0,100.0,19.04458333333333,53550.0,3.171666666666667
2018-01-04 18:00:00,1,1,4,Sunday,Light_Load,1.1070833333333334,12.334583333333336,0.0,88.58749999999999,40.62708333333333,75150.0,3.1020833333333333
2018-01-05 00:00:00,1,1,5,Tuesday,Light_Load,4.337916666666667,0.0,0.0,56.67166666666666,100.0,10350.0,2.9875000000000003
2018-01-05 06:00:00,1,1,5,Tuesday,Light_Load,2.271666666666667,7.178333333333334,0.0,77.19,63.59375,31950.0,3.0775
2018-01-05 12:00:00,1,1,5,Tuesday,Light_Load,0.0,17.11375,0.0,100.0,19.56375,53550.0,3.209583333333333
2018-01-05 18:00:00,1,1,5,Tuesday,Light_Load,1.1895833333333332,12.059166666666668,0.0,88.1425,42.03916666666667,75150.0,3.169166666666667
2018-01-06 00:00:00,1,1,6,Friday,Light_Load,5.633333333333333,0.0,0.0,48.60125,100.0,10350.0,3.1375
2018-01-06 06:00:00,1,1,6,Friday,Light_Load,22.32875,0.0,0.0145833333333333,71.15458333333333,100.0,31950.0,33.99625
2018-01-06 12:00:00,1,1,6,Friday,Maximum_Load,15.91875,3.786666666666666,0.0195833333333333,93.99625,88.13541666666667,53550.0,41.187916666666666
2018-01-06 18:00:00,1,1,6,Friday,Medium_Load,2.43875,15.031666666666666,0.0016666666666666,89.34166666666665,47.099583333333335,75150.0,7.098333333333334
2018-01-07 00:00:00,1,1,7,Sunday,Light_Load,3.955,0.0,0.0,59.244166666666665,100.0,10350.0,2.915833333333333
2018-01-07 06:00:00,1,1,7,Sunday,Light_Load,1.8279166666666669,7.209583333333334,0.0,81.00333333333333,61.72583333333333,31950.0,2.9433333333333334
2018-01-07 12:00:00,1,1,7,Sunday,Light_Load,0.0,17.6375,0.0,100.0,18.100416666666664,53550.0,3.0558333333333336
2018-01-07 18:00:00,1,1,7,Sunday,Light_Load,0.9804166666666668,12.625,0.0,90.15583333333332,40.14333333333334,75150.0,3.077916666666667
2018-01-08 00:00:00,1,2,8,Wednesday,Light_Load,4.581666666666667,0.0,0.0,51.684583333333336,100.0,10350.0,2.766666666666667
2018-01-08 06:00:00,1,2,8,Wednesday,Light_Load,2.3158333333333334,7.375,0.0,75.30666666666666,60.744166666666665,31950.0,2.75375
2018-01-08 12:00:00,1,2,8,Wednesday,Light_Load,0.0,17.332083333333333,0.0,100.0,16.9175,53550.0,2.794166666666667
2018-01-08 18:00:00,1,2,8,Wednesday,Light_Load,1.1741666666666666,11.310416666666669,0.0,87.82666666666667,40.80041666666667,75150.0,2.8525
2018-01-09 00:00:00,1,2,9,Saturday,Light_Load,5.555833333333333,0.0,0.0,48.96041666666667,100.0,10350.0,3.12
2018-01-09 06:00:00,1,2,9,Saturday,Light_Load,12.345416666666669,0.0075,0.01,73.94208333333333,100.0,31950.0,23.45208333333333
2018-01-09 12:00:00,1,2,9,Saturday,Maximum_Load,2.0325,1.362083333333333,0.01,99.02,99.84208333333332,53550.0,26.28916666666667
2018-01-09 18:00:00,1,2,9,Saturday,Medium_Load,2.1179166666666664,8.083333333333334,0.0008333333333333,85.0775,53.71125,75150.0,5.004166666666666
2018-01-10 00:00:00,1,2,10,Monday,Light_Load,5.2825,0.0,0.0,46.51291666666666,100.0,10350.0,2.768333333333333
2018-01-10 06:00:00,1,2,10,Monday,Light_Load,18.675833333333333,0.0,0.0133333333333333,72.89125,100.0,31950.0,30.085
2018-01-10 12:00:00,1,2,10,Monday,Maximum_Load,21.625,3.1870833333333337,0.0166666666666666,89.49583333333334,87.99916666666667,53550.0,39.505
2018-01-10 18:00:00,1,2,10,Monday,Medium_Load,9.090833333333334,3.3975000000000004,0.0083333333333333,79.85041666666667,86.23916666666666,75150.0,19.30875
2018-01-11 00:00:00,1,2,11,Thursday,Light_Load,5.119166666666667,0.0,0.0,59.08833333333333,100.0,10350.0,3.735833333333333
2018-01-11 06:00:00,1,2,11,Thursday,Light_Load,27.78708333333333,0.0,0.0225,79.27,100.0,31950.0,50.171666666666674
2018-01-11 12:00:00,1,2,11,Thursday,Medium_Load,30.7425,3.137916666666667,0.0270833333333333,90.78958333333333,88.9525,53550.0,60.01958333333334
2018-01-11 18:00:00,1,2,11,Thursday,Maximum_Load,2.439583333333333,11.003749999999998,0.0008333333333333,84.13041666666668,51.62375,75150.0,5.534583333333333
2018-01-12 00:00:00,1,2,12,Saturday,Light_Load,2.845833333333333,0.1475,0.0,79.93916666666667,99.87416666666668,10350.0,3.785
2018-01-12 06:00:00,1,2,12,Saturday,Light_Load,1.5354166666666669,3.4220833333333336,0.0045833333333333,90.53708333333331,94.60875,31950.0,15.270416666666668
2018-01-12 12:00:00,1,2,12,Saturday,Medium_Load,0.0333333333333333,15.94625,0.0029166666666666,99.99916666666668,42.747083333333336,53550.0,9.916666666666666
2018-01-12 18:00:00,1,2,12,Saturday,Maximum_Load,0.8791666666666668,13.644166666666663,0.0,93.86958333333332,47.2875,75150.0,4.593333333333333
2018-01-13 00:00:00,1,2,13,Saturday,Light_Load,4.059583333333333,0.0,0.0,75.78125,100.0,10350.0,4.711666666666667
2018-01-13 06:00:00,1,2,13,Saturday,Light_Load,22.562916666666663,0.0,0.0241666666666666,86.90666666666668,100.0,31950.0,54.90416666666667
2018-01-13 12:00:00,1,2,13,Saturday,Medium_Load,20.399166666666662,7.342083333333334,0.0283333333333333,96.36125,80.07083333333334,53550.0,63.61375
2018-01-13 18:00:00,1,2,13,Saturday,Maximum_Load,1.1520833333333331,18.05208333333333,0.0,93.0425,41.65166666666666,75150.0,4.907916666666667
2018-01-14 00:00:00,1,2,14,Sunday,Light_Load,4.429583333333333,0.0,0.0,71.4775,100.0,10350.0,4.511666666666667
2018-01-14 06:00:00,1,2,14,Sunday,Light_Load,3.4250000000000003,7.8379166666666675,0.0041666666666666,85.69791666666667,81.84625,31950.0,9.822083333333332
2018-01-14 12:00:00,1,2,14,Sunday,Medium_Load,1.7012500000000002,11.625416666666666,0.0079166666666666,99.62375,69.25833333333334,53550.0,21.65958333333333
2018-01-14 18:00:00,1,2,14,Sunday,Maximum_Load,1.0225,18.22375,0.0,93.93625000000002,41.17208333333333,75150.0,4.84
2018-01-15 00:00:00,1,3,15,Monday,Light_Load,4.474166666666666,0.0,0.0,71.60708333333334,100.0,10350.0,4.5808333333333335
2018-01-15 06:00:00,1,3,15,Monday,Light_Load,36.15208333333333,0.0033333333333333,0.0258333333333333,83.09666666666666,100.0,31950.0,56.95041666666666
2018-01-15 12:00:00,1,3,15,Monday,Medium_Load,27.01291666666667,4.288333333333333,0.0308333333333333,93.92166666666668,90.66,53550.0,66.02374999999999
2018-01-15 18:00:00,1,3,15,Monday,Maximum_Load,17.80875,5.164166666666667,0.0158333333333333,85.80708333333332,84.43166666666666,75150.0,37.805
2018-01-16 00:00:00,1,3,16,Tuesday,Light_Load,5.673750000000001,0.0,0.0,63.26083333333333,100.0,10350.0,4.629583333333334
2018-01-16 06:00:00,1,3,16,Tuesday,Light_Load,30.141666666666666,0.0,0.0241666666666666,79.50125,100.0,31950.0,52.94083333333333
2018-01-16 12:00:00,1,3,16,Tuesday,Medium_Load,31.467916666666667,4.138333333333334,0.0308333333333333,92.12291666666664,90.04041666666666,53550.0,68.74666666666667
2018-01-16 18:00:00,1,3,16,Tuesday,Maximum_Load,21.640416666666667,5.292083333333333,0.0195833333333333,88.64333333333333,84.86041666666667,75150.0,43.87958333333333
2018-01-17 00:00:00,1,3,17,Wednesday,Light_Load,5.7,0.0,0.0008333333333333,70.66125,100.0,10350.0,6.037916666666667
2018-01-17 06:00:00,1,3,17,Wednesday,Light_Load,21.084166666666665,0.0,0.0195833333333333,84.62791666666666,100.0,31950.0,43.67083333333333
2018-01-17 12:00:00,1,3,17,Wednesday,Medium_Load,21.513333333333332,4.145833333333333,0.0249999999999999,94.04208333333334,90.12041666666666,53550.0,55.35583333333333
2018-01-17 18:00:00,1,3,17,Wednesday,Maximum_Load,9.06875,1.6558333333333335,0.02,94.4375,99.75125,75150.0,38.195
2018-01-18 00:00:00,1,3,18,Thursday,Light_Load,28.89208333333333,0.0,0.0195833333333333,79.55208333333333,100.0,10350.0,38.391666666666666
2018-01-18 06:00:00,1,3,18,Thursday,Light_Load,43.71125,0.0,0.0366666666666666,85.155,100.0,31950.0,79.11458333333333
2018-01-18 12:00:00,1,3,18,Thursday,Medium_Load,36.410833333333336,3.9491666666666663,0.0441666666666666,94.37125,90.695,53550.0,95.72916666666669
2018-01-18 18:00:00,1,3,18,Thursday,Maximum_Load,36.412083333333335,0.4258333333333333,0.0420833333333333,92.66666666666669,99.92375,75150.0,93.17458333333332
2018-01-19 00:00:00,1,3,19,Friday,Light_Load,32.120416666666664,0.0,0.02375,83.73458333333333,100.0,10350.0,52.225
2018-01-19 06:00:00,1,3,19,Friday,Light_Load,39.2275,0.0,0.0375,89.45125,100.0,31950.0,82.01333333333334
2018-01-19 12:00:00,1,3,19,Friday,Medium_Load,31.69541666666667,4.494166666666667,0.04,94.89125,88.51375,53550.0,86.315
2018-01-19 18:00:00,1,3,19,Friday,Maximum_Load,30.04583333333333,0.5237499999999999,0.03625,92.08791666666669,99.84833333333334,75150.0,78.40916666666666
2018-01-20 00:00:00,1,3,20,Saturday,Light_Load,38.619166666666665,0.0,0.0345833333333333,88.53083333333332,100.0,10350.0,75.22375
2018-01-20 06:00:00,1,3,20,Saturday,Light_Load,22.07208333333333,0.3133333333333333,0.0245833333333333,90.8825,99.98541666666668,31950.0,52.97958333333333
2018-01-20 12:00:00,1,3,20,Saturday,Medium_Load,10.734583333333331,5.429583333333333,0.0216666666666666,97.40833333333336,87.27999999999999,53550.0,45.28958333333333
2018-01-20 18:00:00,1,3,20,Saturday,Maximum_Load,7.239166666666667,3.0175,0.01625,94.53208333333332,99.15791666666668,75150.0,35.40625
2018-01-21 00:00:00,1,3,21,Sunday,Light_Load,26.639166666666668,0.0,0.0179166666666666,78.94708333333334,100.0,10350.0,34.947916666666664
2018-01-21 06:00:00,1,3,21,Sunday,Light_Load,2.9020833333333336,10.42125,0.0,81.98916666666666,64.23166666666667,31950.0,4.96
2018-01-21 12:00:00,1,3,21,Sunday,Light_Load,0.0,24.723333333333333,0.0,100.0,21.20625,53550.0,5.1000000000000005
2018-01-21 18:00:00,1,3,21,Sunday,Light_Load,0.8608333333333333,16.537499999999998,0.0,94.48041666666668,41.88125,75150.0,4.567083333333334
2018-01-22 00:00:00,1,4,22,Monday,Light_Load,4.641666666666667,0.0,0.0008333333333333,76.05375,100.0,10350.0,5.595
2018-01-22 06:00:00,1,4,22,Monday,Light_Load,30.77916666666667,0.0,0.0245833333333333,82.76166666666667,100.0,31950.0,53.98333333333333
2018-01-22 12:00:00,1,4,22,Monday,Medium_Load,25.06125,4.23625,0.0258333333333333,92.72375,89.37291666666665,53550.0,57.07083333333333
2018-01-22 18:00:00,1,4,22,Monday,Maximum_Load,23.169166666666666,1.2208333333333332,0.0245833333333333,89.8,99.71791666666668,75150.0,50.7725
2018-01-23 00:00:00,1,4,23,Tuesday,Light_Load,27.33375,0.0,0.01875,80.2625,100.0,10350.0,36.82125
2018-01-23 06:00:00,1,4,23,Tuesday,Light_Load,31.701666666666668,0.0,0.02625,86.25083333333333,100.0,31950.0,57.82583333333333
2018-01-23 12:00:00,1,4,23,Tuesday,Medium_Load,26.55958333333333,3.964166666666667,0.0291666666666666,93.21875,91.56,53550.0,64.29875
2018-01-23 18:00:00,1,4,23,Tuesday,Maximum_Load,26.168333333333333,0.9958333333333336,0.0275,90.19958333333334,99.81458333333336,75150.0,58.42083333333333
2018-01-24 00:00:00,1,4,24,Wednesday,Light_Load,26.260416666666668,0.0,0.0166666666666666,81.14583333333333,100.0,10350.0,36.4475
2018-01-24 06:00:00,1,4,24,Wednesday,Light_Load,33.7475,0.0,0.0291666666666666,86.28458333333333,100.0,31950.0,61.00708333333333
2018-01-24 12:00:00,1,4,24,Wednesday,Medium_Load,29.735416666666666,4.10875,0.0308333333333333,93.21041666666667,90.08,53550.0,70.16125000000001
2018-01-24 18:00:00,1,4,24,Wednesday,Maximum_Load,8.05125,4.25125,0.0170833333333333,95.09958333333331,98.34875,75150.0,35.27583333333333
2018-01-25 00:00:00,1,4,25,Thursday,Light_Load,26.80625,0.0,0.0183333333333333,81.04083333333334,100.0,10350.0,37.10916666666667
2018-01-25 06:00:00,1,4,25,Thursday,Light_Load,29.924166666666665,0.0,0.0279166666666666,87.3075,100.0,31950.0,57.55041666666667
2018-01-25 12:00:00,1,4,25,Thursday,Medium_Load,27.370833333333334,4.517916666666667,0.0295833333333333,93.2025,89.55208333333333,53550.0,64.88541666666667
2018-01-25 18:00:00,1,4,25,Thursday,Maximum_Load,16.30666666666667,0.8279166666666667,0.0237499999999999,92.63583333333334,99.8225,75150.0,48.248333333333335
2018-01-26 00:00:00,1,4,26,Friday,Light_Load,27.671666666666667,0.0,0.0183333333333333,79.76083333333334,100.0,10350.0,36.63458333333333
2018-01-26 06:00:00,1,4,26,Friday,Light_Load,37.367916666666666,0.0,0.0345833333333333,86.14291666666666,100.0,31950.0,71.78708333333334
2018-01-26 12:00:00,1,4,26,Friday,Medium_Load,31.70375,4.105,0.04375,95.52416666666666,90.97625,53550.0,97.99208333333333
2018-01-26 18:00:00,1,4,26,Friday,Maximum_Load,29.929166666666664,0.1575,0.04125,93.10583333333334,99.99,75150.0,88.14
2018-01-27 00:00:00,1,4,27,Saturday,Light_Load,13.05625,0.0,0.0087499999999999,81.03041666666667,100.0,10350.0,21.325416666666666
2018-01-27 06:00:00,1,4,27,Saturday,Light_Load,5.207083333333333,3.8370833333333336,0.0095833333333333,90.25208333333336,98.33208333333332,31950.0,22.75625
2018-01-27 12:00:00,1,4,27,Saturday,Medium_Load,0.6045833333333334,13.564166666666663,0.0079166666666666,99.86,68.44875,53550.0,20.02
2018-01-27 18:00:00,1,4,27,Saturday,Maximum_Load,1.2704166666666667,14.52,0.0,92.12208333333332,46.47583333333333,75150.0,5.1570833333333335
2018-01-28 00:00:00,1,4,28,Sunday,Light_Load,4.97875,0.0,0.0,66.2625,100.0,10350.0,4.369583333333334
2018-01-28 06:00:00,1,4,28,Sunday,Light_Load,4.6075,3.90375,0.0062499999999999,81.9525,96.035,31950.0,16.665
2018-01-28 12:00:00,1,4,28,Sunday,Medium_Load,1.0504166666666668,9.04125,0.0070833333333333,99.74875,79.01958333333333,53550.0,23.12
2018-01-28 18:00:00,1,4,28,Sunday,Maximum_Load,0.9170833333333333,17.69625,0.0,93.90791666666668,45.44083333333333,75150.0,5.589166666666666
2018-01-29 00:00:00,1,5,29,Monday,Light_Load,5.703749999999999,0.0,0.0008333333333333,70.085,100.0,10350.0,6.1554166666666665
2018-01-29 06:00:00,1,5,29,Monday,Light_Load,17.985,0.0558333333333333,0.01875,85.21875,99.99916666666668,31950.0,42.6975
2018-01-29 12:00:00,1,5,29,Monday,Medium_Load,32.276666666666664,4.13375,0.04125,95.07416666666668,90.97875,53550.0,91.88666666666666
2018-01-29 18:00:00,1,5,29,Monday,Maximum_Load,35.91458333333333,0.12,0.04125,92.24708333333332,99.99583333333334,75150.0,90.45416666666668
2018-01-30 00:00:00,1,5,30,Tuesday,Light_Load,15.418333333333337,0.0,0.01,76.85166666666667,100.0,10350.0,25.771666666666665
2018-01-30 06:00:00,1,5,30,Tuesday,Light_Load,24.555833333333336,0.0,0.0254166666666666,84.09625,100.0,31950.0,56.1675
2018-01-30 12:00:00,1,5,30,Tuesday,Medium_Load,21.980416666666667,4.175833333333333,0.0258333333333333,94.22958333333334,90.31291666666668,53550.0,58.13458333333333
2018-01-30 18:00:00,1,5,30,Tuesday,Maximum_Load,27.468333333333334,0.32375,0.0358333333333333,93.76,99.9775,75150.0,77.97125
2018-01-31 00:00:00,1,5,31,Wednesday,Light_Load,15.675416666666663,0.0,0.01125,78.38625,100.0,10350.0,26.44875
2018-01-31 06:00:00,1,5,31,Wednesday,Light_Load,23.175,0.0225,0.0225,84.74249999999999,100.0,31950.0,51.57416666666666
2018-01-31 12:00:00,1,5,31,Wednesday,Medium_Load,36.169583333333335,4.135416666666667,0.0454166666666666,94.6925,90.7325,53550.0,99.54041666666666
2018-01-31 18:00:00,1,5,31,Wednesday,Maximum_Load,21.297916666666666,0.4195833333333333,0.0366666666666666,95.81583333333332,99.99166666666667,75150.0,78.33
2018-02-01 00:00:00,2,5,1,Tuesday,Light_Load,3.9675,0.0,0.0,66.73708333333333,100.0,10350.0,3.544166666666667
2018-02-01 06:00:00,2,5,1,Tuesday,Light_Load,17.94875,0.1275,0.0,85.50999999999999,99.9975,31950.0,44.26208333333333
2018-02-01 12:00:00,2,5,1,Tuesday,Medium_Load,39.37916666666667,4.257083333333333,0.0,93.44416666666666,90.12375,53550.0,95.12083333333334
2018-02-01 18:00:00,2,5,1,Tuesday,Maximum_Load,4.5225,7.867916666666667,0.0,91.13791666666668,78.43124999999999,75150.0,21.674166666666665
2018-02-02 00:00:00,2,5,2,Friday,Light_Load,13.439166666666669,0.0,0.0079166666666666,79.48708333333333,100.0,10350.0,21.52208333333333
2018-02-02 06:00:00,2,5,2,Friday,Light_Load,17.207083333333333,0.0108333333333333,0.0179166666666666,85.21124999999999,100.0,31950.0,40.81166666666667
2018-02-02 12:00:00,2,5,2,Friday,Medium_Load,16.503333333333334,4.0529166666666665,0.0283333333333333,97.10208333333333,90.30416666666667,53550.0,63.07625
2018-02-02 18:00:00,2,5,2,Friday,Maximum_Load,10.47625,0.9425,0.0204166666666666,94.45,99.92125,75150.0,43.28208333333333
2018-02-03 00:00:00,2,5,3,Friday,Light_Load,2.964166666666667,0.0016666666666666,0.0,76.25125,99.99958333333332,10350.0,3.47125
2018-02-03 06:00:00,2,5,3,Friday,Light_Load,13.63625,0.7120833333333333,0.0183333333333333,87.11583333333334,99.92375,31950.0,39.23625
2018-02-03 12:00:00,2,5,3,Friday,Maximum_Load,4.771249999999999,10.272916666666667,0.0170833333333333,98.93916666666668,83.2925,53550.0,39.21416666666666
2018-02-03 18:00:00,2,5,3,Friday,Medium_Load,4.25,3.0654166666666662,0.01375,92.015,95.62166666666668,75150.0,30.4575
2018-02-04 00:00:00,2,5,4,Monday,Light_Load,4.336666666666667,0.0,0.0,56.19291666666666,100.0,10350.0,2.9475
2018-02-04 06:00:00,2,5,4,Monday,Light_Load,21.47791666666667,0.0,0.015,75.61041666666667,100.0,31950.0,34.47291666666667
2018-02-04 12:00:00,2,5,4,Monday,Maximum_Load,19.87833333333333,4.724583333333333,0.0237499999999999,94.35916666666668,87.65458333333333,53550.0,53.28125
2018-02-04 18:00:00,2,5,4,Monday,Medium_Load,11.58875,5.9816666666666665,0.0158333333333333,87.96666666666665,82.28125,75150.0,35.611666666666665
2018-02-05 00:00:00,2,6,5,Wednesday,Light_Load,4.294583333333333,0.0,0.0,57.56333333333333,100.0,10350.0,3.029166666666667
2018-02-05 06:00:00,2,6,5,Wednesday,Light_Load,34.53541666666667,0.0,0.02625,75.54708333333333,100.0,31950.0,57.43208333333334
2018-02-05 12:00:00,2,6,5,Wednesday,Maximum_Load,32.274166666666666,4.716666666666667,0.0358333333333333,94.01791666666666,87.30541666666666,53550.0,80.56708333333333
2018-02-05 18:00:00,2,6,5,Wednesday,Medium_Load,14.619166666666668,5.8475,0.02,89.76958333333333,82.19083333333333,75150.0,45.17791666666667
2018-02-06 00:00:00,2,6,6,Saturday,Light_Load,5.33875,0.0,0.0,49.90541666666667,100.0,10350.0,3.08
2018-02-06 06:00:00,2,6,6,Saturday,Light_Load,4.066666666666666,6.822500000000001,0.0004166666666666,75.0025,65.59791666666666,31950.0,4.652083333333334
2018-02-06 12:00:00,2,6,6,Saturday,Light_Load,0.0016666666666666,18.13958333333333,0.0,99.99958333333332,23.357083333333332,53550.0,4.1625000000000005
2018-02-06 18:00:00,2,6,6,Saturday,Light_Load,1.4229166666666666,11.448333333333332,0.0,86.19583333333333,44.36875,75150.0,3.4166666666666665
2018-02-07 00:00:00,2,6,7,Monday,Light_Load,4.3475,0.0,0.0,56.32208333333333,100.0,10350.0,2.9654166666666666
2018-02-07 06:00:00,2,6,7,Monday,Light_Load,24.61791666666667,0.0,0.0158333333333333,74.72125,100.0,31950.0,36.1925
2018-02-07 12:00:00,2,6,7,Monday,Maximum_Load,26.62125,3.95375,0.0233333333333333,90.22375,88.44708333333334,53550.0,50.20250000000001
2018-02-07 18:00:00,2,6,7,Monday,Medium_Load,6.915416666666666,5.43125,0.0095833333333333,87.63916666666667,82.23125,75150.0,23.425
2018-02-08 00:00:00,2,6,8,Thursday,Light_Load,4.883333333333334,0.0,0.0,49.87458333333333,100.0,10350.0,2.8075
2018-02-08 06:00:00,2,6,8,Thursday,Light_Load,2.357083333333333,7.692083333333334,0.0,74.54666666666667,60.680416666666666,31950.0,2.76125
2018-02-08 12:00:00,2,6,8,Thursday,Light_Load,0.0,15.960416666666667,0.0,100.0,18.85125,53550.0,2.93875
2018-02-08 18:00:00,2,6,8,Thursday,Light_Load,1.4733333333333334,10.585416666666667,0.0,85.74916666666667,43.151250000000005,75150.0,2.9925
2018-02-09 00:00:00,2,6,9,Sunday,Light_Load,4.824583333333334,0.0,0.0,49.39083333333334,100.0,10350.0,2.73
2018-02-09 06:00:00,2,6,9,Sunday,Light_Load,15.07125,0.0,0.0116666666666666,74.68124999999999,100.0,31950.0,27.325
2018-02-09 12:00:00,2,6,9,Sunday,Maximum_Load,7.960416666666666,8.928333333333333,0.0087499999999999,96.09625,60.594166666666666,53550.0,20.479166666666668
2018-02-09 18:00:00,2,6,9,Sunday,Medium_Load,1.2445833333333332,8.866666666666667,0.0,86.5625,46.50625,75150.0,2.978333333333333
2018-02-10 00:00:00,2,6,10,Tuesday,Light_Load,4.81375,0.0,0.0,48.99791666666667,100.0,10350.0,2.6933333333333334
2018-02-10 06:00:00,2,6,10,Tuesday,Light_Load,24.037916666666664,0.0,0.0145833333333333,69.50416666666666,100.0,31950.0,34.03791666666667
2018-02-10 12:00:00,2,6,10,Tuesday,Maximum_Load,29.93625,2.5966666666666667,0.0216666666666666,86.79791666666667,89.34333333333332,53550.0,47.05916666666667
2018-02-10 18:00:00,2,6,10,Tuesday,Medium_Load,27.486666666666665,2.73125,0.02125,77.64416666666666,88.08291666666666,75150.0,49.44875
2018-02-11 00:00:00,2,6,11,Friday,Light_Load,5.9725,0.0,0.0,47.88875,100.0,10350.0,3.2458333333333336
2018-02-11 06:00:00,2,6,11,Friday,Light_Load,19.932916666666667,0.0,0.0166666666666666,74.75875,100.0,31950.0,36.88625
2018-02-11 12:00:00,2,6,11,Friday,Medium_Load,29.439166666666665,2.980833333333333,0.0237499999999999,88.99333333333334,89.35791666666667,53550.0,51.67083333333333
2018-02-11 18:00:00,2,6,11,Friday,Maximum_Load,22.344166666666663,2.9479166666666665,0.015,77.23916666666666,87.77208333333334,75150.0,34.42375
2018-02-12 00:00:00,2,7,12,Sunday,Light_Load,3.324583333333333,0.0,0.0,75.96583333333334,100.0,10350.0,3.86
2018-02-12 06:00:00,2,7,12,Sunday,Light_Load,1.7266666666666666,7.717083333333334,0.0,86.77666666666666,61.123333333333335,31950.0,3.7579166666666666
2018-02-12 12:00:00,2,7,12,Sunday,Light_Load,0.0,16.618750000000002,0.0,100.0,23.57166666666667,53550.0,4.015416666666667
2018-02-12 18:00:00,2,7,12,Sunday,Light_Load,0.7095833333333333,11.335416666666667,0.0,94.97708333333333,46.6625,75150.0,3.81625
2018-02-13 00:00:00,2,7,13,Tuesday,Light_Load,15.545833333333334,0.0,0.0087499999999999,73.53791666666667,100.0,10350.0,21.459166666666665
2018-02-13 06:00:00,2,7,13,Tuesday,Light_Load,18.917916666666667,0.0,0.02125,85.55166666666666,100.0,31950.0,48.49791666666667
2018-02-13 12:00:00,2,7,13,Tuesday,Medium_Load,21.23708333333333,4.39125,0.0370833333333333,97.08875,90.68083333333334,53550.0,82.21583333333334
2018-02-13 18:00:00,2,7,13,Tuesday,Maximum_Load,13.127916666666666,1.445,0.0275,94.3425,99.86791666666666,75150.0,58.69041666666666
2018-02-14 00:00:00,2,7,14,Wednesday,Light_Load,10.779583333333331,0.0,0.0062499999999999,73.8925,100.0,10350.0,15.7
2018-02-14 06:00:00,2,7,14,Wednesday,Light_Load,2.47875,10.215416666666666,0.0,86.26833333333333,62.49375,31950.0,4.7908333333333335
2018-02-14 12:00:00,2,7,14,Wednesday,Light_Load,0.0,18.79875,0.0,100.0,19.585416666666667,53550.0,3.5516666666666663
2018-02-14 18:00:00,2,7,14,Wednesday,Light_Load,1.1158333333333337,13.065,0.0,89.86958333333332,42.626666666666665,75150.0,3.59
2018-02-15 00:00:00,2,7,15,Thursday,Light_Load,4.980416666666667,0.0,0.0,57.45625,100.0,10350.0,3.4600000000000004
2018-02-15 06:00:00,2,7,15,Thursday,Light_Load,2.637083333333333,7.579999999999999,0.0,77.62791666666666,63.31875,31950.0,3.4475
2018-02-15 12:00:00,2,7,15,Thursday,Light_Load,0.0,18.27125,0.0,100.0,19.69625,53550.0,3.545833333333333
2018-02-15 18:00:00,2,7,15,Thursday,Light_Load,0.93125,13.17125,0.0,92.04916666666666,41.09791666666667,75150.0,3.4858333333333333
2018-02-16 00:00:00,2,7,16,Friday,Light_Load,3.67625,0.0,0.0,67.12166666666667,100.0,10350.0,3.306666666666666
